id,address,suburb,region,distance_from_cbd_km,property_type,bedrooms,bathrooms,car_spots,land_size_sqm,building_area_sqm,year_built,sale_date,sale_method,price
815,191 Nicholson St,Essendon,North West,9,House,1,1,3.0,341,105.0,1920.0,2023-07-18,PI,1023000.0
816,197 Cook St,Pakenham,Outer South East,55,Unit/Apartment,2,1,1.0,0,124.0,2007.0,2023-07-19,S,216000.0
817,164 Park Cres,Malvern,Inner East,8,House,1,1,2.0,678,96.0,1930.0,2023-07-19,PI,1635000.0
818,199 Albert Rd,Footscray,Inner West,6,House,3,2,2.0,695,156.0,1957.0,2023-07-19,S,895000.0
819,190 Cook St,Sandringham,Bayside,15,Unit/Apartment,3,2,1.0,0,149.0,1986.0,2023-07-19,SA,835000.0
820,197 Albert Rd,Williamstown,Inner West,10,Townhouse,2,2,0.0,186,158.0,1991.0,2023-07-19,SP,815000.0
821,49 Empire Ave,Williamstown,Inner West,10,House,2,1,1.0,821,118.0,2003.0,2023-07-20,SP,1400000.0
822,7 Grove St,Sunshine,Western,13,House,3,2,2.0,486,143.0,1942.0,2023-07-20,PI,853000.0
823,192 Beach Rd,Sunshine,Western,13,Unit/Apartment,1,1,2.0,0,83.0,2008.0,2023-07-20,SP,386000.0
824,123 Grove St,Malvern,Inner East,8,Unit/Apartment,1,1,4.0,0,106.0,1903.0,2023-07-21,VB,991000.0
825,78 Clarke St,Ringwood,Outer East,24,House,2,2,4.0,825,120.0,1980.0,2023-07-21,SP,923000.0
826,101 Albert Rd,Moonee Ponds,North West,7,House,2,2,2.0,621,125.0,1992.0,2023-07-21,PI,1578000.0
827,36 Union St,Kew,Inner East,6,House,3,2,1.0,490,140.0,1956.0,2023-07-21,PI,2023000.0
828,92 Bridge St,Werribee,Outer West,32,Unit/Apartment,2,1,0.0,0,136.0,1949.0,2023-07-21,S,269000.0
829,72 Empire Ave,Footscray,Inner West,6,Townhouse,2,1,2.0,290,130.0,1931.0,2023-07-21,PI,719000.0
830,89 Bridge St,Ringwood,Outer East,24,House,2,2,1.0,643,114.0,1959.0,2023-07-21,S,684000.0
831,64 Beach Rd,Richmond,Inner,3,House,4,4,1.0,334,167.0,1927.0,2023-07-21,S,1342000.0
832,174 Victoria Ave,Hawthorn,Inner East,6,Townhouse,3,2,1.0,227,136.0,1913.0,2023-07-21,PI,1063000.0
833,124 Elm Gr,Kew,Inner East,6,House,2,1,1.0,743,120.0,2010.0,2023-07-22,S,1656000.0
834,54 Maple Ct,Craigieburn,Outer North,26,Unit/Apartment,3,2,0.0,0,126.0,2022.0,2023-07-22,S,325000.0
835,61 Nicholson St,Epping,Outer North,20,Unit/Apartment,3,2,1.0,0,140.0,1954.0,2023-07-22,S,408000.0
836,110 Albert Rd,Point Cook,Outer West,24,House,1,1,2.0,439,106.0,1906.0,2023-07-22,PI,672000.0
837,33 High St,Reservoir,Northern,12,Unit/Apartment,1,1,0.0,0,100.0,1965.0,2023-07-22,SP,444000.0
838,58 Somerset Cl,Coburg,Northern,8,House,2,1,1.0,447,144.0,1953.0,2023-07-22,S,1015000.0
839,102 Station Rd,St Kilda,Bayside,6,Townhouse,3,2,1.0,219,175.0,1987.0,2023-07-22,PI,1074000.0
840,22 Riverside Dr,Malvern,Inner East,8,House,2,2,4.0,358,148.0,2009.0,2023-07-22,S,1556000.0
841,90 Victoria Ave,St Kilda,Bayside,6,Townhouse,3,3,1.0,135,155.0,2010.0,2023-07-23,SP,858000.0
842,21 Union St,Essendon,North West,9,Townhouse,2,1,2.0,126,126.0,2018.0,2023-07-23,SP,857000.0
843,152 Wellington Pde,Melbourne CBD,Inner,1,Townhouse,2,2,4.0,167,131.0,2007.0,2023-07-24,PI,1043000.0
844,79 Clarke St,Malvern,Inner East,8,Townhouse,4,3,0.0,227,188.0,1971.0,2023-07-24,S,1264000.0
845,185 Bridge St,Yarraville,Inner West,8,House,4,4,2.0,414,172.0,1955.0,2023-07-24,S,1098000.0
846,42 Beach Rd,St Kilda,Bayside,6,Unit/Apartment,2,2,1.0,0,157.0,1978.0,2023-07-24,S,753000.0
847,15 Elm Gr,Ringwood,Outer East,24,Unit/Apartment,1,1,2.0,0,97.0,1911.0,2023-07-25,SP,452000.0
848,55 Cook St,Fitzroy,Inner,3,House,3,2,0.0,538,186.0,1992.0,2023-07-25,S,1210000.0
849,5 Grove St,Point Cook,Outer West,24,Unit/Apartment,1,1,1.0,0,103.0,1953.0,2023-07-25,S,394000.0
850,184 Maple Ct,Melbourne CBD,Inner,1,House,2,2,2.0,729,127.0,1946.0,2023-07-25,SP,1533000.0
851,77 Elm Gr,Glen Waverley,Eastern,18,House,2,1,1.0,651,145.0,1924.0,2023-07-25,S,1014000.0
852,198 Cook St,Hawthorn,Inner East,6,Townhouse,3,3,1.0,253,163.0,1952.0,2023-07-25,S,1387000.0
853,193 Nicholson St,Kew,Inner East,6,Unit/Apartment,2,1,2.0,0,141.0,1996.0,2023-07-26,SP,856000.0
854,35 Victoria Ave,Pakenham,Outer South East,55,House,3,2,3.0,380,189.0,1981.0,2023-07-26,VB,427000.0
855,180 Church St,Kew,Inner East,6,Unit/Apartment,1,1,3.0,0,106.0,1921.0,2023-07-27,S,776000.0
856,86 Beach Rd,Werribee,Outer West,32,Townhouse,3,2,2.0,215,162.0,1980.0,2023-07-27,SP,368000.0
857,20 Albert Rd,Box Hill,Eastern,14,Unit/Apartment,2,2,0.0,0,131.0,1901.0,2023-07-27,S,539000.0
858,192 Church St,Coburg,Northern,8,House,1,1,2.0,631,108.0,1986.0,2023-07-27,PI,895000.0
859,104 Wellington Pde,Richmond,Inner,3,Unit/Apartment,2,2,1.0,0,152.0,2009.0,2023-07-28,SP,609000.0
860,45 Riverside Dr,Moonee Ponds,North West,7,House,1,1,0.0,680,103.0,2006.0,2023-07-28,S,983000.0
861,44 Riverside Dr,Box Hill,Eastern,14,House,1,1,4.0,615,107.0,1969.0,2023-07-28,VB,963000.0
862,28 Beach Rd,South Yarra,Inner,4,House,1,1,0.0,834,99.0,1921.0,2023-07-28,S,1434000.0
863,129 Park Cres,Williamstown,Inner West,10,House,1,1,4.0,521,87.0,1952.0,2023-07-29,SP,1093000.0
864,10 Somerset Cl,Essendon,North West,9,Unit/Apartment,1,1,2.0,0,101.0,1974.0,2023-07-30,VB,719000.0
865,120 Albert Rd,Ringwood,Outer East,24,House,2,1,0.0,421,137.0,1989.0,2023-07-30,SA,773000.0
866,61 Ryan Ave,Brunswick,Northern,5,Unit/Apartment,1,1,2.0,0,111.0,1985.0,2023-07-31,S,614000.0
867,21 Victoria Ave,Brunswick,Northern,5,Unit/Apartment,1,1,0.0,0,118.0,2016.0,2023-08-01,SP,680000.0
868,106 Clarke St,Moonee Ponds,North West,7,Unit/Apartment,1,1,1.0,0,95.0,1955.0,2023-08-01,PI,738000.0
869,180 Elm Gr,Point Cook,Outer West,24,Unit/Apartment,2,1,1.0,0,128.0,1975.0,2023-08-02,S,329000.0
870,53 Riverside Dr,Toorak,Inner East,5,House,2,2,0.0,684,135.0,2002.0,2023-08-02,S,2213000.0
871,94 Station Rd,Brunswick,Northern,5,Townhouse,3,2,0.0,290,,1958.0,2023-08-02,S,890000.0
872,110 Beach Rd,Hawthorn,Inner East,6,House,4,4,1.0,745,201.0,1965.0,2023-08-02,SP,1853000.0
873,54 Ryan Ave,Fitzroy,Inner,3,Townhouse,2,2,1.0,136,131.0,2007.0,2023-08-03,S,1031000.0
874,108 Ryan Ave,St Kilda,Bayside,6,Unit/Apartment,2,2,3.0,0,125.0,1966.0,2023-08-03,S,748000.0
875,21 Union St,South Yarra,Inner,4,Townhouse,3,2,0.0,218,153.0,1921.0,2023-08-03,SP,1030000.0
876,183 Beach Rd,Carlton,Inner,2,House,1,1,3.0,602,95.0,1938.0,2023-08-04,SP,1354000.0
877,131 Somerset Cl,Coburg,Northern,8,House,2,2,0.0,338,142.0,1928.0,2023-08-04,PI,903000.0
878,17 Elm Gr,Sunshine,Western,13,House,2,1,2.0,431,129.0,1975.0,2023-08-04,SP,573000.0
879,167 Wellington Pde,Doncaster,Eastern,15,House,4,4,1.0,359,217.0,1997.0,2023-08-05,SP,1205000.0
880,122 Ryan Ave,Toorak,Inner East,5,Unit/Apartment,3,2,1.0,0,168.0,1972.0,2023-08-05,S,951000.0
881,76 Albert Rd,Werribee,Outer West,32,Townhouse,3,2,3.0,218,164.0,1980.0,2023-08-05,SP,446000.0
882,152 High St,Frankston,South East,41,Unit/Apartment,2,2,2.0,0,123.0,1965.0,2023-08-05,SP,369000.0
883,67 Clarke St,Dandenong,South East,30,Unit/Apartment,2,2,0.0,0,117.0,1961.0,2023-08-05,S,327000.0
884,69 Empire Ave,Reservoir,Northern,12,House,2,2,1.0,323,138.0,2019.0,2023-08-05,S,833000.0
885,177 Empire Ave,St Kilda,Bayside,6,Townhouse,4,4,4.0,265,170.0,1984.0,2023-08-05,SP,1298000.0
886,190 Cook St,Williamstown,Inner West,10,Unit/Apartment,1,1,4.0,0,118.0,1947.0,2023-08-06,S,574000.0
887,160 Victoria Ave,Sunshine,Western,13,House,3,3,2.0,595,143.0,1935.0,2023-08-06,VB,967000.0
888,113 Park Cres,Southbank,Inner,2,House,1,1,3.0,388,109.0,1917.0,2023-08-06,SP,1171000.0
889,52 Albert Rd,Yarraville,Inner West,8,House,2,2,3.0,527,129.0,1916.0,2023-08-07,SP,1207000.0
890,184 Union St,Coburg,Northern,8,House,2,2,0.0,417,132.0,1918.0,2023-08-07,S,994000.0
891,120 Wellington Pde,Ringwood,Outer East,24,House,2,2,1.0,615,144.0,1921.0,2023-08-07,S,758000.0
892,130 Cook St,Sunshine,Western,13,House,4,2,1.0,348,149.0,1910.0,2023-08-07,PI,697000.0
893,150 Union St,Craigieburn,Outer North,26,Townhouse,3,3,0.0,260,149.0,2004.0,2023-08-07,S,500000.0
894,71 Cook St,Berwick,Outer South East,42,Unit/Apartment,3,2,2.0,0,180.0,1964.0,2023-08-07,S,385000.0
895,184 Nicholson St,Carlton,Inner,2,House,2,2,0.0,803,123.0,1976.0,2023-08-08,S,1614000.0
896,2 Beach Rd,Toorak,Inner East,5,House,4,2,2.0,339,,1966.0,2023-08-08,S,2412000.0
897,88 Bridge St,Berwick,Outer South East,42,House,3,2,0.0,587,147.0,2016.0,2023-08-08,S,518000.0
898,65 Church St,Williamstown,Inner West,10,Unit/Apartment,2,1,0.0,0,121.0,1906.0,2023-08-09,VB,726000.0
899,21 Church St,Malvern,Inner East,8,Unit/Apartment,1,1,1.0,0,112.0,1935.0,2023-08-09,S,784000.0
900,136 Wellington Pde,Malvern,Inner East,8,Townhouse,1,1,1.0,202,119.0,2001.0,2023-08-09,S,1059000.0
901,63 High St,Melbourne CBD,Inner,1,Unit/Apartment,1,1,1.0,0,87.0,1905.0,2023-08-09,S,577000.0
902,51 Victoria Ave,Werribee,Outer West,32,House,3,2,0.0,519,135.0,1939.0,2023-08-09,S,604000.0
903,149 Park Cres,Box Hill,Eastern,14,Townhouse,3,3,1.0,160,155.0,1938.0,2023-08-09,SP,623000.0
904,76 Ryan Ave,Hawthorn,Inner East,6,Townhouse,3,2,1.0,261,184.0,1996.0,2023-08-10,SP,1270000.0
905,161 Albert Rd,Fitzroy,Inner,3,Unit/Apartment,1,1,0.0,0,97.0,1908.0,2023-08-10,SP,642000.0
906,35 Victoria Ave,Craigieburn,Outer North,26,House,3,3,1.0,506,160.0,1987.0,2023-08-10,S,577000.0
907,59 Riverside Dr,Essendon,North West,9,Townhouse,2,1,2.0,147,136.0,2020.0,2023-08-10,S,831000.0
908,45 Wellington Pde,Richmond,Inner,3,House,3,2,1.0,391,168.0,1972.0,2023-08-11,S,1500000.0
909,187 Somerset Cl,Glen Waverley,Eastern,18,House,1,1,0.0,510,111.0,2015.0,2023-08-11,S,907000.0
910,16 Albert Rd,South Yarra,Inner,4,Unit/Apartment,1,1,0.0,0,107.0,1954.0,2023-08-11,S,762000.0
911,125 Park Cres,Brighton,Bayside,11,Townhouse,2,1,0.0,122,131.0,2023.0,2023-08-11,VB,964000.0
912,72 Wellington Pde,Carlton,Inner,2,Unit/Apartment,2,2,0.0,0,133.0,1912.0,2023-08-12,SP,634000.0
913,9 Beach Rd,Kew,Inner East,6,House,3,2,1.0,352,145.0,1962.0,2023-08-12,SP,1454000.0
914,171 Union St,Werribee,Outer West,32,Unit/Apartment,2,1,0.0,0,128.0,2018.0,2023-08-12,S,266000.0
915,100 Cook St,Point Cook,Outer West,24,Unit/Apartment,1,1,1.0,0,97.0,2000.0,2023-08-12,VB,387000.0
916,139 Somerset Cl,South Yarra,Inner,4,House,2,1,1.0,835,116.0,1964.0,2023-08-12,S,1750000.0
917,182 High St,Malvern,Inner East,8,House,2,1,3.0,797,134.0,1971.0,2023-08-13,VB,1778000.0
918,20 Cook St,Carlton,Inner,2,House,3,2,2.0,897,178.0,1952.0,2023-08-14,S,1325000.0
919,5 High St,Fitzroy,Inner,3,Unit/Apartment,1,1,2.0,0,118.0,1909.0,2023-08-14,S,697000.0
920,130 Park Cres,Point Cook,Outer West,24,Unit/Apartment,2,1,1.0,0,133.0,1935.0,2023-08-14,PI,432000.0
921,76 Clarke St,Sunshine,Western,13,House,1,1,0.0,844,93.0,1906.0,2023-08-14,VB,695000.0
922,145 Cook St,Kew,Inner East,6,Townhouse,2,2,0.0,148,117.0,2023.0,2023-08-14,SP,1160000.0
923,190 Elm Gr,Melbourne CBD,Inner,1,House,2,2,1.0,766,111.0,1961.0,2023-08-14,S,1281000.0
924,101 Bridge St,Ringwood,Outer East,24,House,2,2,3.0,534,117.0,2006.0,2023-08-14,PI,843000.0
925,84 Ryan Ave,Doncaster,Eastern,15,House,3,2,2.0,347,175.0,,2023-08-15,S,1140000.0
926,181 High St,Moonee Ponds,North West,7,Unit/Apartment,3,2,0.0,0,183.0,1943.0,2023-08-15,SP,786000.0
927,36 Park Cres,Brunswick,Northern,5,Unit/Apartment,1,1,0.0,0,118.0,1995.0,2023-08-15,SP,669000.0
928,30 High St,Williamstown,Inner West,10,House,1,1,0.0,637,99.0,1910.0,2023-08-15,S,1179000.0
929,138 Somerset Cl,Glen Waverley,Eastern,18,House,2,2,3.0,718,119.0,1994.0,2023-08-16,SP,1198000.0
930,73 Union St,Camberwell,Inner East,9,Townhouse,2,2,1.0,212,131.0,1962.0,2023-08-16,SP,1063000.0
931,138 Albert Rd,Preston,Northern,9,Unit/Apartment,1,1,0.0,0,87.0,1938.0,2023-08-17,S,590000.0
932,1 Station Rd,Ringwood,Outer East,24,Unit/Apartment,2,2,1.0,0,137.0,1970.0,2023-08-17,S,494000.0
933,41 Park Cres,Frankston,South East,41,House,2,1,2.0,303,115.0,1995.0,2023-08-17,S,419000.0
934,86 Clarke St,Camberwell,Inner East,9,House,4,4,1.0,571,175.0,1955.0,2023-08-17,S,1463000.0
935,11 Albert Rd,Dandenong,South East,30,Townhouse,2,2,0.0,181,125.0,1970.0,2023-08-17,S,369000.0
936,129 Elm Gr,Dandenong,South East,30,House,2,2,1.0,576,129.0,1901.0,2023-08-17,SP,611000.0
937,153 Elm Gr,Camberwell,Inner East,9,Unit/Apartment,2,1,0.0,0,123.0,1961.0,2023-08-17,S,842000.0
938,78 Beach Rd,Brunswick,Northern,5,House,1,1,1.0,561,114.0,2014.0,2023-08-18,S,1228000.0
939,187 Cook St,Doncaster,Eastern,15,Unit/Apartment,3,2,1.0,0,148.0,2019.0,2023-08-18,SP,762000.0
940,15 Clarke St,Ringwood,Outer East,24,Unit/Apartment,1,1,2.0,0,97.0,,2023-08-19,PI,410000.0
941,174 Riverside Dr,Kew,Inner East,6,House,2,2,0.0,895,117.0,2006.0,2023-08-19,S,1749000.0
942,29 Union St,Malvern,Inner East,8,House,2,2,0.0,783,108.0,1924.0,2023-08-20,S,1682000.0
943,184 Somerset Cl,Coburg,Northern,8,House,4,4,2.0,517,167.0,2000.0,2023-08-20,S,1280000.0
944,173 Union St,Southbank,Inner,2,House,4,3,0.0,462,175.0,1929.0,2023-08-20,PI,1786000.0
945,111 Grove St,Glen Waverley,Eastern,18,House,2,2,4.0,475,119.0,1951.0,2023-08-21,S,1004000.0
946,36 Victoria Ave,Point Cook,Outer West,24,House,2,1,2.0,694,131.0,1974.0,2023-08-21,PI,740000.0
947,80 Station Rd,Brighton,Bayside,11,House,3,2,3.0,877,150.0,1944.0,2023-08-21,PI,1541000.0
948,173 Maple Ct,Camberwell,Inner East,9,Unit/Apartment,2,1,1.0,0,109.0,2021.0,2023-08-22,S,920000.0
949,81 Riverside Dr,Melbourne CBD,Inner,1,House,2,2,0.0,537,131.0,1921.0,2023-08-22,S,1550000.0
950,135 Station Rd,Melbourne CBD,Inner,1,House,4,3,1.0,845,192.0,1980.0,2023-08-23,S,2000000.0
951,55 Nicholson St,Hawthorn,Inner East,6,Unit/Apartment,2,2,0.0,0,132.0,2010.0,2023-08-23,S,836000.0
952,194 Somerset Cl,St Kilda,Bayside,6,House,3,2,1.0,483,147.0,1910.0,2023-08-23,S,1369000.0
953,71 Park Cres,Preston,Northern,9,House,3,2,3.0,741,143.0,1932.0,2023-08-23,S,1064000.0
954,43 Somerset Cl,Richmond,Inner,3,Unit/Apartment,2,2,3.0,0,133.0,2017.0,2023-08-24,S,963000.0
955,160 Maple Ct,Werribee,Outer West,32,Townhouse,1,1,1.0,237,114.0,2013.0,2023-08-24,S,340000.0
956,28 Maple Ct,Coburg,Northern,8,Unit/Apartment,3,2,1.0,0,131.0,1936.0,2023-08-24,S,559000.0
957,190 Ryan Ave,Ringwood,Outer East,24,House,2,1,3.0,534,130.0,1986.0,2023-08-25,S,804000.0
958,146 Union St,Preston,Northern,9,Townhouse,2,2,3.0,135,126.0,1994.0,2023-08-26,S,706000.0
959,39 Wellington Pde,Camberwell,Inner East,9,Townhouse,3,3,1.0,283,161.0,1966.0,2023-08-26,S,1115000.0
960,27 Somerset Cl,Glen Waverley,Eastern,18,House,1,1,1.0,785,95.0,1957.0,2023-08-26,S,1124000.0
961,93 Cook St,Glen Waverley,Eastern,18,House,4,4,1.0,747,147.0,1967.0,2023-08-26,SA,1060000.0
962,72 Riverside Dr,Brighton,Bayside,11,Townhouse,3,2,2.0,185,152.0,1963.0,2023-08-26,SP,969000.0
963,81 Station Rd,Preston,Northern,9,Unit/Apartment,2,2,2.0,0,118.0,1942.0,2023-08-26,S,652000.0
964,128 Grove St,Malvern,Inner East,8,Townhouse,4,3,1.0,249,180.0,1956.0,2023-08-26,S,1412000.0
965,25 Station Rd,Doncaster,Eastern,15,House,2,1,2.0,829,155.0,1930.0,2023-08-26,S,1231000.0
966,79 Cook St,Footscray,Inner West,6,House,3,3,,808,,2014.0,2023-08-26,SP,1147000.0
967,4 Station Rd,Pakenham,Outer South East,55,Unit/Apartment,1,1,3.0,0,87.0,1967.0,2023-08-27,SP,257000.0
968,149 Cook St,Pakenham,Outer South East,55,House,5,3,2.0,462,229.0,1954.0,2023-08-27,S,384000.0
969,156 Cook St,Camberwell,Inner East,9,Townhouse,2,2,1.0,133,109.0,1941.0,2023-08-27,VB,1008000.0
970,111 Park Cres,Sunshine,Western,13,Unit/Apartment,3,2,0.0,0,160.0,2001.0,2023-08-28,S,416000.0
971,75 Wellington Pde,Pakenham,Outer South East,55,Unit/Apartment,1,1,0.0,0,90.0,1932.0,2023-08-28,S,223000.0
972,173 Bridge St,St Kilda,Bayside,6,Unit/Apartment,1,1,1.0,0,110.0,1986.0,2023-08-29,S,736000.0
973,4 Elm Gr,Frankston,South East,41,House,1,1,3.0,637,98.0,1997.0,2023-08-29,S,659000.0
974,50 Union St,Sunshine,Western,13,Unit/Apartment,1,1,0.0,0,112.0,2013.0,2023-08-29,VB,338000.0
975,164 Empire Ave,Brunswick,Northern,5,House,2,2,0.0,609,117.0,1937.0,2023-08-29,SA,1186000.0
976,3 Ryan Ave,Sunshine,Western,13,Townhouse,3,3,1.0,295,128.0,1965.0,2023-08-29,S,446000.0
977,93 Union St,Richmond,Inner,3,House,2,1,0.0,895,130.0,1982.0,2023-08-30,S,1357000.0
978,133 Park Cres,South Yarra,Inner,4,House,3,3,1.0,824,167.0,1956.0,2023-08-30,S,1582000.0
979,23 Church St,Carlton,Inner,2,House,3,2,0.0,712,183.0,1918.0,2023-08-30,SP,1315000.0
980,83 Church St,Malvern,Inner East,8,Townhouse,2,2,0.0,234,125.0,2003.0,2023-08-31,SP,1308000.0
981,107 Albert Rd,Fitzroy,Inner,3,Townhouse,3,2,2.0,132,171.0,1931.0,2023-08-31,SP,1050000.0
982,12 Somerset Cl,Coburg,Northern,8,Townhouse,3,2,2.0,253,156.0,1948.0,2023-08-31,SP,836000.0
983,39 Elm Gr,Toorak,Inner East,5,Unit/Apartment,1,1,1.0,0,106.0,1900.0,2023-08-31,S,1199000.0
984,187 Clarke St,Hawthorn,Inner East,6,Unit/Apartment,1,1,0.0,0,84.0,1925.0,2023-09-01,S,807000.0
985,137 High St,Craigieburn,Outer North,26,Townhouse,2,2,0.0,255,138.0,1906.0,2023-09-01,S,358000.0
986,42 Bridge St,Sunshine,Western,13,House,2,1,3.0,395,152.0,2013.0,2023-09-01,S,699000.0
987,196 Empire Ave,Essendon,North West,9,Unit/Apartment,3,3,0.0,0,150.0,1910.0,2023-09-01,S,800000.0
988,58 Church St,Brunswick,Northern,5,House,2,1,3.0,812,115.0,1902.0,2023-09-01,S,1577000.0
989,16 Union St,Berwick,Outer South East,42,Unit/Apartment,2,2,0.0,0,130.0,1903.0,2023-09-01,PI,355000.0
990,48 Station Rd,Doncaster,Eastern,15,Unit/Apartment,4,4,1.0,0,175.0,1939.0,2023-09-01,S,700000.0
991,104 Albert Rd,Point Cook,Outer West,24,Townhouse,3,3,0.0,161,184.0,2013.0,2023-09-01,S,418000.0
992,150 Church St,Camberwell,Inner East,9,House,2,1,3.0,617,136.0,1957.0,2023-09-01,S,1569000.0
993,80 Park Cres,Brunswick,Northern,5,House,3,2,3.0,742,165.0,1939.0,2023-09-02,S,1428000.0
994,106 Clarke St,Ringwood,Outer East,24,House,4,4,0.0,743,200.0,2016.0,2023-09-02,S,1144000.0
995,56 Nicholson St,Camberwell,Inner East,9,Unit/Apartment,3,2,1.0,0,164.0,1903.0,2023-09-02,S,1062000.0
996,169 Nicholson St,Preston,Northern,9,House,2,2,3.0,320,121.0,1906.0,2023-09-02,SP,899000.0
997,89 Nicholson St,Essendon,North West,9,House,3,3,0.0,400,184.0,1974.0,2023-09-03,SP,839000.0
998,89 Nicholson St,Essendon,North West,9,House,3,3,0.0,400,184.0,1974.0,2023-09-03,SP,839000.0
999,184 Maple Ct,Fitzroy,Inner,3,House,3,2,3.0,868,161.0,1987.0,2023-09-03,SP,1731000.0
1000,112 Maple Ct,Ringwood,Outer East,24,Unit/Apartment,1,1,1.0,0,109.0,1918.0,2023-09-03,S,327000.0
1001,71 Grove St,Sunshine,Western,13,House,2,1,1.0,337,107.0,1919.0,2023-09-04,PI,620000.0
1002,11 Maple Ct,Moonee Ponds,North West,7,Unit/Apartment,2,2,1.0,0,116.0,1922.0,2023-09-04,S,839000.0
1003,148 Grove St,Carlton,Inner,2,House,3,2,0.0,311,155.0,1925.0,2023-09-04,VB,1448000.0
1004,14 Elm Gr,Melbourne CBD,Inner,1,Unit/Apartment,1,1,1.0,0,103.0,1924.0,2023-09-04,S,869000.0
1005,150 Wellington Pde,South Yarra,Inner,4,Unit/Apartment,1,1,1.0,0,113.0,1967.0,2023-09-04,S,979000.0
1006,9 Clarke St,Yarraville,Inner West,8,House,3,2,1.0,363,137.0,1939.0,2023-09-04,S,954000.0
1007,53 Park Cres,Doncaster,Eastern,15,House,2,2,1.0,656,144.0,2010.0,2023-09-05,S,1234000.0
1008,73 Wellington Pde,Essendon,North West,9,Unit/Apartment,1,1,2.0,0,103.0,2023.0,2023-09-05,VB,594000.0
1009,31 Beach Rd,Reservoir,Northern,12,Unit/Apartment,2,1,0.0,0,149.0,1983.0,2023-09-05,S,524000.0
1010,30 Wellington Pde,Reservoir,Northern,12,Townhouse,2,1,2.0,276,120.0,1972.0,2023-09-05,SP,623000.0
1011,17 Clarke St,Fitzroy,Inner,3,House,4,2,1.0,509,204.0,1973.0,2023-09-06,VB,1613000.0
1012,150 Victoria Ave,Dandenong,South East,30,House,2,2,3.0,596,119.0,1999.0,2023-09-06,S,586000.0
1013,64 Ryan Ave,Fitzroy,Inner,3,House,2,2,4.0,539,103.0,2023.0,2023-09-06,S,1285000.0
1014,198 Station Rd,Pakenham,Outer South East,55,House,2,2,3.0,513,130.0,2019.0,2023-09-06,SP,508000.0
1015,171 Albert Rd,Ringwood,Outer East,24,Townhouse,2,1,1.0,243,137.0,2012.0,2023-09-06,SP,650000.0
1016,50 Clarke St,Glen Waverley,Eastern,18,Unit/Apartment,1,1,0.0,0,108.0,1950.0,2023-09-06,S,529000.0
1017,182 Church St,Camberwell,Inner East,9,Unit/Apartment,2,2,0.0,0,128.0,1917.0,2023-09-06,SP,822000.0
1018,66 Albert Rd,Box Hill,Eastern,14,House,3,2,4.0,586,184.0,1933.0,2023-09-06,S,1291000.0
1019,189 High St,Point Cook,Outer West,24,Townhouse,3,3,0.0,134,145.0,1991.0,2023-09-06,S,582000.0
1020,20 Bridge St,Box Hill,Eastern,14,Unit/Apartment,2,1,2.0,0,142.0,1937.0,2023-09-06,S,571000.0
1021,103 Beach Rd,Fitzroy,Inner,3,Unit/Apartment,1,1,1.0,0,94.0,1948.0,2023-09-06,PI,760000.0
1022,58 Nicholson St,Sunshine,Western,13,House,4,2,0.0,503,176.0,,2023-09-06,S,887000.0
1023,164 High St,Preston,Northern,9,House,2,1,0.0,814,138.0,2021.0,2023-09-06,S,1172000.0
1024,94 Church St,Berwick,Outer South East,42,House,1,1,0.0,754,109.0,1926.0,2023-09-07,SA,571000.0
1025,80 Albert Rd,Sunshine,Western,13,Unit/Apartment,2,2,3.0,0,118.0,2002.0,2023-09-07,S,535000.0
1026,121 Beach Rd,Reservoir,Northern,12,House,2,2,0.0,701,124.0,1935.0,2023-09-07,S,817000.0
1027,196 Grove St,Carlton,Inner,2,House,2,2,1.0,469,121.0,2003.0,2023-09-07,S,1380000.0
1028,42 Clarke St,Melbourne CBD,Inner,1,House,4,3,4.0,870,164.0,1966.0,2023-09-07,S,2173000.0
1029,133 Cook St,Carlton,Inner,2,Unit/Apartment,1,1,1.0,0,103.0,2015.0,2023-09-07,S,847000.0
1030,15 Victoria Ave,South Yarra,Inner,4,House,3,3,2.0,319,140.0,1935.0,2023-09-07,S,1380000.0
1031,39 Church St,Malvern,Inner East,8,House,2,2,0.0,802,124.0,2002.0,2023-09-07,S,2136000.0
1032,160 Wellington Pde,Footscray,Inner West,6,House,1,1,2.0,876,113.0,1919.0,2023-09-07,S,991000.0
1033,91 Empire Ave,Kew,Inner East,6,Townhouse,3,3,0.0,203,126.0,1973.0,2023-09-07,PI,1379000.0
1034,155 Wellington Pde,Malvern,Inner East,8,Unit/Apartment,2,1,0.0,0,132.0,1949.0,2023-09-07,S,1012000.0
1035,165 Church St,Williamstown,Inner West,10,Unit/Apartment,1,1,0.0,0,100.0,1953.0,2023-09-08,SP,555000.0
1036,84 High St,Reservoir,Northern,12,House,2,2,3.0,705,108.0,,2023-09-08,VB,870000.0
1037,95 Elm Gr,Sunshine,Western,13,House,3,2,1.0,391,170.0,1973.0,2023-09-08,SA,788000.0
1038,157 Maple Ct,Berwick,Outer South East,42,Unit/Apartment,2,2,0.0,0,101.0,1927.0,2023-09-08,SP,326000.0
1039,175 Clarke St,Dandenong,South East,30,Townhouse,3,3,2.0,216,176.0,2021.0,2023-09-08,PI,437000.0
1040,21 Victoria Ave,Yarraville,Inner West,8,House,3,2,4.0,868,144.0,2013.0,2023-09-09,PI,1430000.0
